author,disc,channel_num,type,azure_keywords
RobinMecha,dassault systemes hackathon 2018 perth mechatronics,572047,u,perth mechatronics
lirika911,weather,573272,w,weather
astrotutor9,getting the temperature and atmospheric pressure from the summer house in the garden in cornwall uk,301120,t,atmospheric pressure
capsicum66,measure of temperatures,59862,t,measure of temperatures
lukeender,this is temperature and pressure data from my room in jena germany and just outside of it,214866,t,jena germany
techabilla,bandwidth monitoring of home internet connection,279203,o,bandwidth monitoring of home internet connection
oe1gca,weather station placed in my garden,392547,w,weather station
oe1gca,weather station placed in my garden,392548,w,weather station
elise10madds27,weather engadine nsw,571538,w,weather engadine nsw
elise10madds27,weather station engadine nsw,571535,w,weather station engadine nsw
rjholt,log of a pendulum regulator clock time keeping error against the ntp time reference using a nodemcu esp8266,402286,o,log
sjdttt,temperature humidity and atmospheric pressure in the pod,224306,t,temperature humidity
flexusmark,receive temperature updates of the inside temperature,215409,t,temperature updates
juntemp,alert for high temperature with jun temp sensor,302473,t,temp sensor
ermin000,powered by arduino and dht11 dht22,141559,t,arduino
wueber,uploading data from a raspberry pi,383108,u,data
plk83its,g f server room temperature and humidity,329254,t,g f server room temperature
hypocrite420,esp8266 nodemcu lua 1 0 with dht11 22,294179,t,dht11
hypocrite420,esp8266 nodemcu lua 1 0 with dht11 22,294176,t,dht11
leestephens,test channel for weather station experiment,573789,w,weather station experiment
j1mth33nchant3r,if temperature is too high hot is diplayed,573800,t,high hot
dhanselm,channel for lorawan test,573874,o,channel
asmae96,embedded system project which works with an stm32f4xx microcontroller,570375,u,stm32f4xx microcontroller
mossadmobile,dht22 temperature humidity sensor driven by a raspberry pi 2 running a python script,400620,t,python script
strejda,small solar powered meteo station in city opocno czech republic value from sensor bmp280 2pcs communication over wifi with esp8266,298044,t,pcs communication
anmorgul,check tempereture from hives by ds18b20 over omega2,389852,t,hives
mpesavento,esp8266 nodemcu with dht22 bme280 ds18b20 and ldr sensors,362137,t,esp8266 nodemcu
bruceleehk,ape laser rh monitor,573506,o,ape laser rh monitor
petkov,themperature,362138,t,themperature
irfanbstr,testing sensor with nodemcu,570219,u,sensor
sergivaqx,temperature and humidity from dht22,570218,t,temperature
salmaabdelfatah,establish tcp ip connection,570217,o,tcp ip connection
extraman,electrical power meter,290380,e,electrical power meter
lafudoci,estimated time of arrival project of monero xmr transaction experimental project,321751,o,estimated time of arrival project of monero xmr transaction experimental project
superkoll,this channel is used to monitoring movements in a specific area,230347,o,specific area
mdurohtak,monitoring the temperature and humidity using dht11,571299,t,temperature
jryd13,a simple app to track the player count over time,319772,o,simple app
mjtiern,crawlspace info,399701,o,crawlspace info
anoush,posting data from inference to this channel,570969,u,data
mariamalik678,iternetnet of thinking,572850,u,iternetnet of thinking
lmar206,arduino monitor for 4 herb planters,475554,o,arduino monitor
itoshin,brightness sensor value of my wifi clock,213838,o,wifi clock
stevempotter,for collecting heating oil usage data,377827,e,heating oil usage data
timburrow,temperature at home,208955,t,temperature
juzzie_tspk3,esp8266 based geiger counter weather station w bme280 and 4x si 180g gm tubes,217496,t,esp8266
oe1gca,continuously transmit a sinus signal,393082,o,sinus signal
khaas15,testing sending cpu temperature to iot,465089,t,testing
rasensurfer2,what is the air like,425182,o,air
parkercraftsmen,eight one wire temp sensors and nodemcu over wifi,572187,t,wifi
bamboe32,weather in guas boas portugal,357095,w,weather
usman04,this channel allows you to see the highest and lowest amount of power consumption it can also calculate the average humidity of your working environment as well as high and low temperature,467492,e,channel
hibs1971,rolling 7 minute average minimum maximum of wind speed measured in miles per hour using homemade wired anemometer homemade wireless temperature transmitter using mcp9700a,337025,w,mcp9700a
pedroleitealves,temperature and humidity sensor based on esp8266 and sht31 with 3d printed case uploading to thingspeak,498731,t,d printed case
tel1203,environment monitoring from wio node,219897,w,environment monitoring
mxs216005958,to measure the temperature and the voltage,548448,t,temperature
rwill64,temperature and humidity located in germany by,5186,t,temperature
radkoa,si7021 temperature relative humidity sensor mh z19 co2 sensor iot thing esp8266,86698,t,si7021 temperature relative humidity sensor mh z19 co2 sensor iot thing esp8266
misterpib,measuring temperatures in and around a shed to test insulation effectiveness,265917,t,insulation effectiveness
utopiaplanitia,power usage from a home power monitor designed to record data every minute,1190,e,data
nitingowda,temp humidity,573602,t,temp humidity
bigguskurtis,the thing with the stuff in the place with the people at the time of day,569492,u,stuff
adamir,testing,361019,u,testing
nswdpi,path 1 oai bom weather site,462617,w,oai bom weather site
jakarta310378,monitoring water quality of pond fish farming,563611,o,water quality of pond fish farming
trmyers2,home indoor weather station data from nodemcu trm,279442,w,nodemcu trm
msim2247,in house environmental monitoring,279194,o,house environmental monitoring
stefan1960,miniyun test at home,407984,o,miniyun test
lz1ght,water heater controler,100173,o,water heater controler
RJCamper,a channel to measure the height,571517,o,channel
twoods,display graphs of in service system,476022,u,graphs
rcalderon,envision power monitor,259614,e,power monitor
kai5er,checking temp and humidity,400290,t,temp
morrisyeh,low cost lass system,230893,u,low cost lass system
hypocrite420,esp8266 nodemcu lua 1 0 with dht11 22,294153,t,dht11
anthonyjclarke,with sht30 shield,294484,t,sht30 shield
tsmooth3,modem statistics,290816,o,modem statistics
sayubhosale,wether,573853,w,wether
rsoft1,my smart fridge on esp8266 with simple energy wattage metering kharkiv ukraine,172216,e,simple energy wattage metering kharkiv ukraine
draghi,different sensors in my my home,265741,u,different sensors
qbkiot,iotshit,570905,u,iotshit
domisy,test for the slit on voltage raining slit status,264168,e,test
silicondad,first attempt,223492,o,attempt
ajft64,home linux box as per http community thingspeak com 2014 05 official tutorial monitoring linux server statistics,30753,o,official tutorial
raspithings31368,the raspberry checks the temperatures and controls the water tank if the water is too colt for the bathroom heat it up the raspberry has solid state relays to switch the heating elements and the pump,143188,t,temperatures
davidtilley,weight measurements taken from an hx711 load cell amplifier this is the full weight of a keg including its remaining content,360000,o,remaining content
kb3mij,radiation monitor with bme280 barometer temp and humidity sensor,399721,o,radiation monitor
rexlee2,this measures reports the status of a solar charger for batteries on the boat nellie brett,496175,e,status
pteridin,the measured room temperature and humidity,370125,t,measured room temperature
kaz19610303,fgn 3f shared office,339533,o,fgn
ppet36,esp8266 thing with dth22 sensor located in czech republic vysoke studnice,379800,t,czech republic vysoke studnice
darethehair,lolin esp 12e esp8266 nodemcu sb mc with bosch bme280 weather sensor,158388,w,lolin esp
jeffry99,give real time temperature of surabaya,516179,t,real time temperature of surabaya
kdkanishka,data source for kradiator room temperature widget,258132,t,data source
piyushkumar10,using led notifier,570943,o,led notifier
jhkanguk,home temperature humidity,221631,t,home temperature humidity
ams12892,arduino uno based monitoring system for severinghaus lab dissolved noble gas equilibration experiments updates every 2 5 minutes with readings of top and bottom water temperatures and near surface pressure air temperature and humidity,337043,t,humidity
testman99,data from my particle boar,213423,o,data
radiation4u,arthronics data systems background radiation monitoring system station michendorf west germany,242985,o,arthronics data systems background radiation monitoring system station michendorf west germany
filipwie89,inhouse temperature and humidity logger,429255,t,inhouse temperature
c1upton,indoor and outdoor temps of the del monte hoop house particle photon gathering temp data from two ds18b20 digital temp sensors and forwarding to thingspeak with webhooks,444318,t,thingspeak
Vikramkunchala,reads,510329,u,
aniketthorave19,first channel on things speak,571700,u,channel
ifuley,home weather station agyagfalva lutita,227676,w,home weather station agyagfalva lutita
schumit,solar array voltage and amps,500711,e,solar array voltage
michaelfung,latencies for various hu services,512676,o,latencies
brucething,shows when people trip the sensor at the main door of steamworks in rohrbach library,310993,o,rohrbach library
ody1908,updates every 30 minutes,493691,u,minutes
turnpike61,a solar iot sensor that uses aprs fi,285487,o,solar iot sensor
druv03,temp humidity,573629,t,temp humidity
anracomm,measures outside temperature and humidity and water temperature of the spa,268054,t,humidity
ischock,data from a respirable dust sensor sds011 outside my window in stuttgart,256386,o,window
proconsol,twice daily logs and running temperatures of the front cabinets 1 and 2 and the cool rooms 1 and 2 at the ashgrove store,143757,t,ashgrove store
janu5111,switch with led,571224,o,
sv1bee,arduino mkr1000 with dht22 and maxsonar mb1240 for indoor temp hum and oiltank volume arduino uno with ds18b29 for solar boiler and davis vantage vue for the rest,143532,t,maxsonar mb1240
jolich,a nodemcu with 3 ds18b20 monitors the temperatures t o t u of a storage tank heated by a combination of oil boiler wood boiler and solar panels the temperature of the wood boiler t hv and the temperature of the exhaust gas t ag,222975,t,nodemcu
akshatakanungo,iot workshop,573717,u,iot workshop
kurskaya22,heating boiler,218474,o,heating boiler
rayellam,r r water leak detector,311730,o,r r water leak detector
leglin,air temperature in csc room,279425,t,air temperature
blebox_tspk1,heatbox v0 1,425025,o,heatbox v0
tortyl2,home monitoring,308597,o,home monitoring
orrisis,scale with wemos d1 mini espeasy domoticz,436421,o,scale
sonashree,using the internet of things iot in homes and industries it is possible to control any electrical or electronic equipment,571574,u,electronic equipment
